scenarioID [],i [],V [V],wireGauge [],turns [],radius [m],wireGauge_car [],turns_car [],radius_car [m],height [m],spacing [m],velocity [m/s],totalCharge [C],cost [$],cost/charge [$/C],,best for the money,,most overall
16660,2083,450,6,410,2,12,260,1.5,0.15,0.36,30,1,7185424.898,7185424.898,,,,
4372,547,450,6,410,2,12,260,1.5,0.3,0,30,1,7832113.139,7832113.139,,,,
12564,1571,450,6,410,2,12,260,1.5,0.3,0.18,30,1,7494845.109,7494845.109,,,,
20756,2595,450,6,410,2,12,260,1.5,0.3,0.36,30,1,7185424.898,7185424.898,,,,
1300,163,450,6,410,2,12,260,1.7,0.15,0,30,1,7832113.139,7832113.139,,,,
9492,1187,450,6,410,2,12,260,1.7,0.15,0.18,30,1,7494845.109,7494845.109,,,,
17684,2211,450,6,410,2,12,260,1.7,0.15,0.36,30,1,7185424.898,7185424.898,,,,
5396,675,450,6,410,2,12,260,1.7,0.3,0,30,1,7832113.139,7832113.139,,,,
13588,1699,450,6,410,2,12,260,1.7,0.3,0.18,30,1,7494845.109,7494845.109,,,,
21780,2723,450,6,410,2,12,260,1.7,0.3,0.36,30,1,7185424.898,7185424.898,,,,
2324,291,450,6,410,2,12,260,1.9,0.15,0,30,1,7832113.139,7832113.139,,,,
10516,1315,450,6,410,2,12,260,1.9,0.15,0.18,30,1,7494845.109,7494845.109,,,,
18708,2339,450,6,410,2,12,260,1.9,0.15,0.36,30,1,7185424.898,7185424.898,,,,
6420,803,450,6,410,2,12,260,1.9,0.3,0,30,1,7832113.139,7832113.139,,,,
14612,1827,450,6,410,2,12,260,1.9,0.3,0.18,30,1,7494845.109,7494845.109,,,,
22804,2851,450,6,410,2,12,260,1.9,0.3,0.36,30,1,7185424.898,7185424.898,,,,
3348,419,450,6,410,2,12,260,2.1,0.15,0,30,1,7832113.139,7832113.139,,,,
11540,1443,450,6,410,2,12,260,2.1,0.15,0.18,30,1,7494845.109,7494845.109,,,,
19732,2467,450,6,410,2,12,260,2.1,0.15,0.36,30,1,7185424.898,7185424.898,,,,
7444,931,450,6,410,2,12,260,2.1,0.3,0,30,1,7832113.139,7832113.139,,,,
15636,1955,450,6,410,2,12,260,2.1,0.3,0.18,30,1,7494845.109,7494845.109,,,,
23828,2979,450,6,410,2,12,260,2.1,0.3,0.36,30,1,7185424.898,7185424.898,,,,
278,35,450,6,410,2,12,290,1.5,0.15,0,30,1,7832113.139,7832113.139,,,,
8470,1059,450,6,410,2,12,290,1.5,0.15,0.18,30,1,7494845.109,7494845.109,,,,
16662,2083,450,6,410,2,12,290,1.5,0.15,0.36,30,1,7185424.898,7185424.898,,,,
4374,547,450,6,410,2,12,290,1.5,0.3,0,30,1,7832113.139,7832113.139,,,,
12566,1571,450,6,410,2,12,290,1.5,0.3,0.18,30,1,7494845.109,7494845.109,,,,
20758,2595,450,6,410,2,12,290,1.5,0.3,0.36,30,1,7185424.898,7185424.898,,,,
1302,163,450,6,410,2,12,290,1.7,0.15,0,30,1,7832113.139,7832113.139,,,,
9494,1187,450,6,410,2,12,290,1.7,0.15,0.18,30,1,7494845.109,7494845.109,,,,
17686,2211,450,6,410,2,12,290,1.7,0.15,0.36,30,1,7185424.898,7185424.898,,,,
5398,675,450,6,410,2,12,290,1.7,0.3,0,30,1,7832113.139,7832113.139,,,,
13590,1699,450,6,410,2,12,290,1.7,0.3,0.18,30,1,7494845.109,7494845.109,,,,
21782,2723,450,6,410,2,12,290,1.7,0.3,0.36,30,1,7185424.898,7185424.898,,,,
2326,291,450,6,410,2,12,290,1.9,0.15,0,30,1,7832113.139,7832113.139,,,,
10518,1315,450,6,410,2,12,290,1.9,0.15,0.18,30,1,7494845.109,7494845.109,,,,
18710,2339,450,6,410,2,12,290,1.9,0.15,0.36,30,1,7185424.898,7185424.898,,,,
6422,803,450,6,410,2,12,290,1.9,0.3,0,30,1,7832113.139,7832113.139,,,,
14614,1827,450,6,410,2,12,290,1.9,0.3,0.18,30,1,7494845.109,7494845.109,,,,
22806,2851,450,6,410,2,12,290,1.9,0.3,0.36,30,1,7185424.898,7185424.898,,,,
3350,419,450,6,410,2,12,290,2.1,0.15,0,30,1,7832113.139,7832113.139,,,,
11542,1443,450,6,410,2,12,290,2.1,0.15,0.18,30,1,7494845.109,7494845.109,,,,
19734,2467,450,6,410,2,12,290,2.1,0.15,0.36,30,1,7185424.898,7185424.898,,,,
7446,931,450,6,410,2,12,290,2.1,0.3,0,30,1,7832113.139,7832113.139,,,,
15638,1955,450,6,410,2,12,290,2.1,0.3,0.18,30,1,7494845.109,7494845.109,,,,
23830,2979,450,6,410,2,12,290,2.1,0.3,0.36,30,1,7185424.898,7185424.898,,,,
280,35,450,6,410,2,12,320,1.5,0.15,0,30,1,7832113.139,7832113.139,,,,
8472,1059,450,6,410,2,12,320,1.5,0.15,0.18,30,1,7494845.109,7494845.109,,,,
16664,2083,450,6,410,2,12,320,1.5,0.15,0.36,30,1,7185424.898,7185424.898,,,,
4376,547,450,6,410,2,12,320,1.5,0.3,0,30,1,7832113.139,7832113.139,,,,
12568,1571,450,6,410,2,12,320,1.5,0.3,0.18,30,1,7494845.109,7494845.109,,,,
20760,2595,450,6,410,2,12,320,1.5,0.3,0.36,30,1,7185424.898,7185424.898,,,,
1304,163,450,6,410,2,12,320,1.7,0.15,0,30,1,7832113.139,7832113.139,,,,
9496,1187,450,6,410,2,12,320,1.7,0.15,0.18,30,1,7494845.109,7494845.109,,,,
17688,2211,450,6,410,2,12,320,1.7,0.15,0.36,30,1,7185424.898,7185424.898,,,,
5400,675,450,6,410,2,12,320,1.7,0.3,0,30,1,7832113.139,7832113.139,,,,
13592,1699,450,6,410,2,12,320,1.7,0.3,0.18,30,1,7494845.109,7494845.109,,,,
21784,2723,450,6,410,2,12,320,1.7,0.3,0.36,30,1,7185424.898,7185424.898,,,,
2328,291,450,6,410,2,12,320,1.9,0.15,0,30,1,7832113.139,7832113.139,,,,
10520,1315,450,6,410,2,12,320,1.9,0.15,0.18,30,1,7494845.109,7494845.109,,,,
18712,2339,450,6,410,2,12,320,1.9,0.15,0.36,30,1,7185424.898,7185424.898,,,,
6424,803,450,6,410,2,12,320,1.9,0.3,0,30,1,7832113.139,7832113.139,,,,
14616,1827,450,6,410,2,12,320,1.9,0.3,0.18,30,1,7494845.109,7494845.109,,,,
22808,2851,450,6,410,2,12,320,1.9,0.3,0.36,30,1,7185424.898,7185424.898,,,,
3352,419,450,6,410,2,12,320,2.1,0.15,0,30,1,7832113.139,7832113.139,,,,
11544,1443,450,6,410,2,12,320,2.1,0.15,0.18,30,1,7494845.109,7494845.109,,,,
19736,2467,450,6,410,2,12,320,2.1,0.15,0.36,30,1,7185424.898,7185424.898,,,,
7448,931,450,6,410,2,12,320,2.1,0.3,0,30,1,7832113.139,7832113.139,,,,
15640,1955,450,6,410,2,12,320,2.1,0.3,0.18,30,1,7494845.109,7494845.109,,,,
23832,2979,450,6,410,2,12,320,2.1,0.3,0.36,30,1,7185424.898,7185424.898,,,,
529,67,450,6,410,3,8,230,1.5,0.15,0,30,1,3766712.87,3766712.87,,,,
8721,1091,450,6,410,3,8,230,1.5,0.15,0.18,30,1,3657002.787,3657002.787,,,,
16913,2115,450,6,410,3,8,230,1.5,0.15,0.36,30,1,3553502.708,3553502.708,,,,
4625,579,450,6,410,3,8,230,1.5,0.3,0,30,1,3766712.87,3766712.87,,,,
12817,1603,450,6,410,3,8,230,1.5,0.3,0.18,30,1,3657002.787,3657002.787,,,,
21009,2627,450,6,410,3,8,230,1.5,0.3,0.36,30,1,3553502.708,3553502.708,,,,
1553,195,450,6,410,3,8,230,1.7,0.15,0,30,1,3766712.87,3766712.87,,,,
9745,1219,450,6,410,3,8,230,1.7,0.15,0.18,30,1,3657002.787,3657002.787,,,,
17937,2243,450,6,410,3,8,230,1.7,0.15,0.36,30,1,3553502.708,3553502.708,,,,
5649,707,450,6,410,3,8,230,1.7,0.3,0,30,1,3766712.87,3766712.87,,,,
13841,1731,450,6,410,3,8,230,1.7,0.3,0.18,30,1,3657002.787,3657002.787,,,,
22033,2755,450,6,410,3,8,230,1.7,0.3,0.36,30,1,3553502.708,3553502.708,,,,
2577,323,450,6,410,3,8,230,1.9,0.15,0,30,1,3766712.87,3766712.87,,,,
10769,1347,450,6,410,3,8,230,1.9,0.15,0.18,30,1,3657002.787,3657002.787,,,,
18961,2371,450,6,410,3,8,230,1.9,0.15,0.36,30,1,3553502.708,3553502.708,,,,
6673,835,450,6,410,3,8,230,1.9,0.3,0,30,1,3766712.87,3766712.87,,,,
14865,1859,450,6,410,3,8,230,1.9,0.3,0.18,30,1,3657002.787,3657002.787,,,,
23057,2883,450,6,410,3,8,230,1.9,0.3,0.36,30,1,3553502.708,3553502.708,,,,
3601,451,450,6,410,3,8,230,2.1,0.15,0,30,1,3766712.87,3766712.87,,,,
11793,1475,450,6,410,3,8,230,2.1,0.15,0.18,30,1,3657002.787,3657002.787,,,,
19985,2499,450,6,410,3,8,230,2.1,0.15,0.36,30,1,3553502.708,3553502.708,,,,
7697,963,450,6,410,3,8,230,2.1,0.3,0,30,1,3766712.87,3766712.87,,,,
15889,1987,450,6,410,3,8,230,2.1,0.3,0.18,30,1,3657002.787,3657002.787,,,,
24081,3011,450,6,410,3,8,230,2.1,0.3,0.36,30,1,3553502.708,3553502.708,,,,
531,67,450,6,410,3,8,260,1.5,0.15,0,30,1,3766712.87,3766712.87,,,,
8723,1091,450,6,410,3,8,260,1.5,0.15,0.18,30,1,3657002.787,3657002.787,,,,
16915,2115,450,6,410,3,8,260,1.5,0.15,0.36,30,1,3553502.708,3553502.708,,,,
4627,579,450,6,410,3,8,260,1.5,0.3,0,30,1,3766712.87,3766712.87,,,,
12819,1603,450,6,410,3,8,260,1.5,0.3,0.18,30,1,3657002.787,3657002.787,,,,
21011,2627,450,6,410,3,8,260,1.5,0.3,0.36,30,1,3553502.708,3553502.708,,,,
1555,195,450,6,410,3,8,260,1.7,0.15,0,30,1,3766712.87,3766712.87,,,,
9747,1219,450,6,410,3,8,260,1.7,0.15,0.18,30,1,3657002.787,3657002.787,,,,
17939,2243,450,6,410,3,8,260,1.7,0.15,0.36,30,1,3553502.708,3553502.708,,,,
5651,707,450,6,410,3,8,260,1.7,0.3,0,30,1,3766712.87,3766712.87,,,,
13843,1731,450,6,410,3,8,260,1.7,0.3,0.18,30,1,3657002.787,3657002.787,,,,
22035,2755,450,6,410,3,8,260,1.7,0.3,0.36,30,1,3553502.708,3553502.708,,,,
2579,323,450,6,410,3,8,260,1.9,0.15,0,30,1,3766712.87,3766712.87,,,,
10771,1347,450,6,410,3,8,260,1.9,0.15,0.18,30,1,3657002.787,3657002.787,,,,
18963,2371,450,6,410,3,8,260,1.9,0.15,0.36,30,1,3553502.708,3553502.708,,,,
6675,835,450,6,410,3,8,260,1.9,0.3,0,30,1,3766712.87,3766712.87,,,,
14867,1859,450,6,410,3,8,260,1.9,0.3,0.18,30,1,3657002.787,3657002.787,,,,
23059,2883,450,6,410,3,8,260,1.9,0.3,0.36,30,1,3553502.708,3553502.708,,,,
3603,451,450,6,410,3,8,260,2.1,0.15,0,30,1,3766712.87,3766712.87,,,,
11795,1475,450,6,410,3,8,260,2.1,0.15,0.18,30,1,3657002.787,3657002.787,,,,
19987,2499,450,6,410,3,8,260,2.1,0.15,0.36,30,1,3553502.708,3553502.708,,,,
7699,963,450,6,410,3,8,260,2.1,0.3,0,30,1,3766712.87,3766712.87,,,,
15891,1987,450,6,410,3,8,260,2.1,0.3,0.18,30,1,3657002.787,3657002.787,,,,
24083,3011,450,6,410,3,8,260,2.1,0.3,0.36,30,1,3553502.708,3553502.708,,,,
533,67,450,6,410,3,8,290,1.5,0.15,0,30,1,3766712.87,3766712.87,,,,
8725,1091,450,6,410,3,8,290,1.5,0.15,0.18,30,1,3657002.787,3657002.787,,,,
16917,2115,450,6,410,3,8,290,1.5,0.15,0.36,30,1,3553502.708,3553502.708,,,,
4629,579,450,6,410,3,8,290,1.5,0.3,0,30,1,3766712.87,3766712.87,,,,
12821,1603,450,6,410,3,8,290,1.5,0.3,0.18,30,1,3657002.787,3657002.787,,,,
21013,2627,450,6,410,3,8,290,1.5,0.3,0.36,30,1,3553502.708,3553502.708,,,,
1557,195,450,6,410,3,8,290,1.7,0.15,0,30,1,3766712.87,3766712.87,,,,
9749,1219,450,6,410,3,8,290,1.7,0.15,0.18,30,1,3657002.787,3657002.787,,,,
17941,2243,450,6,410,3,8,290,1.7,0.15,0.36,30,1,3553502.708,3553502.708,,,,
5653,707,450,6,410,3,8,290,1.7,0.3,0,30,1,3766712.87,3766712.87,,,,
13845,1731,450,6,410,3,8,290,1.7,0.3,0.18,30,1,3657002.787,3657002.787,,,,
22037,2755,450,6,410,3,8,290,1.7,0.3,0.36,30,1,3553502.708,3553502.708,,,,
2581,323,450,6,410,3,8,290,1.9,0.15,0,30,1,3766712.87,3766712.87,,,,
10773,1347,450,6,410,3,8,290,1.9,0.15,0.18,30,1,3657002.787,3657002.787,,,,
18965,2371,450,6,410,3,8,290,1.9,0.15,0.36,30,1,3553502.708,3553502.708,,,,
6677,835,450,6,410,3,8,290,1.9,0.3,0,30,1,3766712.87,3766712.87,,,,
14869,1859,450,6,410,3,8,290,1.9,0.3,0.18,30,1,3657002.787,3657002.787,,,,
23061,2883,450,6,410,3,8,290,1.9,0.3,0.36,30,1,3553502.708,3553502.708,,,,
3605,451,450,6,410,3,8,290,2.1,0.15,0,30,1,3766712.87,3766712.87,,,,
11797,1475,450,6,410,3,8,290,2.1,0.15,0.18,30,1,3657002.787,3657002.787,,,,
19989,2499,450,6,410,3,8,290,2.1,0.15,0.36,30,1,3553502.708,3553502.708,,,,
7701,963,450,6,410,3,8,290,2.1,0.3,0,30,1,3766712.87,3766712.87,,,,
15893,1987,450,6,410,3,8,290,2.1,0.3,0.18,30,1,3657002.787,3657002.787,,,,
24085,3011,450,6,410,3,8,290,2.1,0.3,0.36,30,1,3553502.708,3553502.708,,,,
535,67,450,6,410,3,8,320,1.5,0.15,0,30,1,3766712.87,3766712.87,,,,
8727,1091,450,6,410,3,8,320,1.5,0.15,0.18,30,1,3657002.787,3657002.787,,,,
16919,2115,450,6,410,3,8,320,1.5,0.15,0.36,30,1,3553502.708,3553502.708,,,,
4631,579,450,6,410,3,8,320,1.5,0.3,0,30,1,3766712.87,3766712.87,,,,
12823,1603,450,6,410,3,8,320,1.5,0.3,0.18,30,1,3657002.787,3657002.787,,,,
21015,2627,450,6,410,3,8,320,1.5,0.3,0.36,30,1,3553502.708,3553502.708,,,,
1559,195,450,6,410,3,8,320,1.7,0.15,0,30,1,3766712.87,3766712.87,,,,
9751,1219,450,6,410,3,8,320,1.7,0.15,0.18,30,1,3657002.787,3657002.787,,,,
17943,2243,450,6,410,3,8,320,1.7,0.15,0.36,30,1,3553502.708,3553502.708,,,,
5655,707,450,6,410,3,8,320,1.7,0.3,0,30,1,3766712.87,3766712.87,,,,
13847,1731,450,6,410,3,8,320,1.7,0.3,0.18,30,1,3657002.787,3657002.787,,,,
22039,2755,450,6,410,3,8,320,1.7,0.3,0.36,30,1,3553502.708,3553502.708,,,,
2583,323,450,6,410,3,8,320,1.9,0.15,0,30,1,3766712.87,3766712.87,,,,
10775,1347,450,6,410,3,8,320,1.9,0.15,0.18,30,1,3657002.787,3657002.787,,,,
18967,2371,450,6,410,3,8,320,1.9,0.15,0.36,30,1,3553502.708,3553502.708,,,,
6679,835,450,6,410,3,8,320,1.9,0.3,0,30,1,3766712.87,3766712.87,,,,
14871,1859,450,6,410,3,8,320,1.9,0.3,0.18,30,1,3657002.787,3657002.787,,,,
23063,2883,450,6,410,3,8,320,1.9,0.3,0.36,30,1,3553502.708,3553502.708,,,,
3607,451,450,6,410,3,8,320,2.1,0.15,0,30,1,3766712.87,3766712.87,,,,
11799,1475,450,6,410,3,8,320,2.1,0.15,0.18,30,1,3657002.787,3657002.787,,,,
19991,2499,450,6,410,3,8,320,2.1,0.15,0.36,30,1,3553502.708,3553502.708,,,,
7703,963,450,6,410,3,8,320,2.1,0.3,0,30,1,3766712.87,3766712.87,,,,
15895,1987,450,6,410,3,8,320,2.1,0.3,0.18,30,1,3657002.787,3657002.787,,,,
24087,3011,450,6,410,3,8,320,2.1,0.3,0.36,30,1,3553502.708,3553502.708,,,,
530,67,450,6,410,3,12,230,1.5,0.15,0,30,1,3766712.87,3766712.87,,,,
8722,1091,450,6,410,3,12,230,1.5,0.15,0.18,30,1,3657002.787,3657002.787,,,,
16914,2115,450,6,410,3,12,230,1.5,0.15,0.36,30,1,3553502.708,3553502.708,,,,
4626,579,450,6,410,3,12,230,1.5,0.3,0,30,1,3766712.87,3766712.87,,,,
12818,1603,450,6,410,3,12,230,1.5,0.3,0.18,30,1,3657002.787,3657002.787,,,,
21010,2627,450,6,410,3,12,230,1.5,0.3,0.36,30,1,3553502.708,3553502.708,,,,
1554,195,450,6,410,3,12,230,1.7,0.15,0,30,1,3766712.87,3766712.87,,,,
9746,1219,450,6,410,3,12,230,1.7,0.15,0.18,30,1,3657002.787,3657002.787,,,,
17938,2243,450,6,410,3,12,230,1.7,0.15,0.36,30,1,3553502.708,3553502.708,,,,
5650,707,450,6,410,3,12,230,1.7,0.3,0,30,1,3766712.87,3766712.87,,,,
13842,1731,450,6,410,3,12,230,1.7,0.3,0.18,30,1,3657002.787,3657002.787,,,,
22034,2755,450,6,410,3,12,230,1.7,0.3,0.36,30,1,3553502.708,3553502.708,,,,
2578,323,450,6,410,3,12,230,1.9,0.15,0,30,1,3766712.87,3766712.87,,,,
10770,1347,450,6,410,3,12,230,1.9,0.15,0.18,30,1,3657002.787,3657002.787,,,,
18962,2371,450,6,410,3,12,230,1.9,0.15,0.36,30,1,3553502.708,3553502.708,,,,
6674,835,450,6,410,3,12,230,1.9,0.3,0,30,1,3766712.87,3766712.87,,,,
14866,1859,450,6,410,3,12,230,1.9,0.3,0.18,30,1,3657002.787,3657002.787,,,,
23058,2883,450,6,410,3,12,230,1.9,0.3,0.36,30,1,3553502.708,3553502.708,,,,
3602,451,450,6,410,3,12,230,2.1,0.15,0,30,1,3766712.87,3766712.87,,,,
11794,1475,450,6,410,3,12,230,2.1,0.15,0.18,30,1,3657002.787,3657002.787,,,,
19986,2499,450,6,410,3,12,230,2.1,0.15,0.36,30,1,3553502.708,3553502.708,,,,
7698,963,450,6,410,3,12,230,2.1,0.3,0,30,1,3766712.87,3766712.87,,,,
15890,1987,450,6,410,3,12,230,2.1,0.3,0.18,30,1,3657002.787,3657002.787,,,,
24082,3011,450,6,410,3,12,230,2.1,0.3,0.36,30,1,3553502.708,3553502.708,,,,
532,67,450,6,410,3,12,260,1.5,0.15,0,30,1,3766712.87,3766712.87,,,,
8724,1091,450,6,410,3,12,260,1.5,0.15,0.18,30,1,3657002.787,3657002.787,,,,
16916,2115,450,6,410,3,12,260,1.5,0.15,0.36,30,1,3553502.708,3553502.708,,,,
4628,579,450,6,410,3,12,260,1.5,0.3,0,30,1,3766712.87,3766712.87,,,,
12820,1603,450,6,410,3,12,260,1.5,0.3,0.18,30,1,3657002.787,3657002.787,,,,
21012,2627,450,6,410,3,12,260,1.5,0.3,0.36,30,1,3553502.708,3553502.708,,,,
1556,195,450,6,410,3,12,260,1.7,0.15,0,30,1,3766712.87,3766712.87,,,,
9748,1219,450,6,410,3,12,260,1.7,0.15,0.18,30,1,3657002.787,3657002.787,,,,
17940,2243,450,6,410,3,12,260,1.7,0.15,0.36,30,1,3553502.708,3553502.708,,,,
5652,707,450,6,410,3,12,260,1.7,0.3,0,30,1,3766712.87,3766712.87,,,,
13844,1731,450,6,410,3,12,260,1.7,0.3,0.18,30,1,3657002.787,3657002.787,,,,
22036,2755,450,6,410,3,12,260,1.7,0.3,0.36,30,1,3553502.708,3553502.708,,,,
2580,323,450,6,410,3,12,260,1.9,0.15,0,30,1,3766712.87,3766712.87,,,,
10772,1347,450,6,410,3,12,260,1.9,0.15,0.18,30,1,3657002.787,3657002.787,,,,
18964,2371,450,6,410,3,12,260,1.9,0.15,0.36,30,1,3553502.708,3553502.708,,,,
6676,835,450,6,410,3,12,260,1.9,0.3,0,30,1,3766712.87,3766712.87,,,,
14868,1859,450,6,410,3,12,260,1.9,0.3,0.18,30,1,3657002.787,3657002.787,,,,
23060,2883,450,6,410,3,12,260,1.9,0.3,0.36,30,1,3553502.708,3553502.708,,,,
3604,451,450,6,410,3,12,260,2.1,0.15,0,30,1,3766712.87,3766712.87,,,,
11796,1475,450,6,410,3,12,260,2.1,0.15,0.18,30,1,3657002.787,3657002.787,,,,
19988,2499,450,6,410,3,12,260,2.1,0.15,0.36,30,1,3553502.708,3553502.708,,,,
7700,963,450,6,410,3,12,260,2.1,0.3,0,30,1,3766712.87,3766712.87,,,,
15892,1987,450,6,410,3,12,260,2.1,0.3,0.18,30,1,3657002.787,3657002.787,,,,
24084,3011,450,6,410,3,12,260,2.1,0.3,0.36,30,1,3553502.708,3553502.708,,,,
534,67,450,6,410,3,12,290,1.5,0.15,0,30,1,3766712.87,3766712.87,,,,
8726,1091,450,6,410,3,12,290,1.5,0.15,0.18,30,1,3657002.787,3657002.787,,,,
16918,2115,450,6,410,3,12,290,1.5,0.15,0.36,30,1,3553502.708,3553502.708,,,,
4630,579,450,6,410,3,12,290,1.5,0.3,0,30,1,3766712.87,3766712.87,,,,
12822,1603,450,6,410,3,12,290,1.5,0.3,0.18,30,1,3657002.787,3657002.787,,,,
21014,2627,450,6,410,3,12,290,1.5,0.3,0.36,30,1,3553502.708,3553502.708,,,,
1558,195,450,6,410,3,12,290,1.7,0.15,0,30,1,3766712.87,3766712.87,,,,
9750,1219,450,6,410,3,12,290,1.7,0.15,0.18,30,1,3657002.787,3657002.787,,,,
17942,2243,450,6,410,3,12,290,1.7,0.15,0.36,30,1,3553502.708,3553502.708,,,,
5654,707,450,6,410,3,12,290,1.7,0.3,0,30,1,3766712.87,3766712.87,,,,
13846,1731,450,6,410,3,12,290,1.7,0.3,0.18,30,1,3657002.787,3657002.787,,,,
22038,2755,450,6,410,3,12,290,1.7,0.3,0.36,30,1,3553502.708,3553502.708,,,,
2582,323,450,6,410,3,12,290,1.9,0.15,0,30,1,3766712.87,3766712.87,,,,
10774,1347,450,6,410,3,12,290,1.9,0.15,0.18,30,1,3657002.787,3657002.787,,,,
18966,2371,450,6,410,3,12,290,1.9,0.15,0.36,30,1,3553502.708,3553502.708,,,,
6678,835,450,6,410,3,12,290,1.9,0.3,0,30,1,3766712.87,3766712.87,,,,
14870,1859,450,6,410,3,12,290,1.9,0.3,0.18,30,1,3657002.787,3657002.787,,,,
23062,2883,450,6,410,3,12,290,1.9,0.3,0.36,30,1,3553502.708,3553502.708,,,,
3606,451,450,6,410,3,12,290,2.1,0.15,0,30,1,3766712.87,3766712.87,,,,
11798,1475,450,6,410,3,12,290,2.1,0.15,0.18,30,1,3657002.787,3657002.787,,,,
19990,2499,450,6,410,3,12,290,2.1,0.15,0.36,30,1,3553502.708,3553502.708,,,,
7702,963,450,6,410,3,12,290,2.1,0.3,0,30,1,3766712.87,3766712.87,,,,
15894,1987,450,6,410,3,12,290,2.1,0.3,0.18,30,1,3657002.787,3657002.787,,,,
24086,3011,450,6,410,3,12,290,2.1,0.3,0.36,30,1,3553502.708,3553502.708,,,,
536,67,450,6,410,3,12,320,1.5,0.15,0,30,1,3766712.87,3766712.87,,,,
8728,1091,450,6,410,3,12,320,1.5,0.15,0.18,30,1,3657002.787,3657002.787,,,,
16920,2115,450,6,410,3,12,320,1.5,0.15,0.36,30,1,3553502.708,3553502.708,,,,
4632,579,450,6,410,3,12,320,1.5,0.3,0,30,1,3766712.87,3766712.87,,,,
12824,1603,450,6,410,3,12,320,1.5,0.3,0.18,30,1,3657002.787,3657002.787,,,,
21016,2627,450,6,410,3,12,320,1.5,0.3,0.36,30,1,3553502.708,3553502.708,,,,
1560,195,450,6,410,3,12,320,1.7,0.15,0,30,1,3766712.87,3766712.87,,,,
9752,1219,450,6,410,3,12,320,1.7,0.15,0.18,30,1,3657002.787,3657002.787,,,,
17944,2243,450,6,410,3,12,320,1.7,0.15,0.36,30,1,3553502.708,3553502.708,,,,
5656,707,450,6,410,3,12,320,1.7,0.3,0,30,1,3766712.87,3766712.87,,,,
13848,1731,450,6,410,3,12,320,1.7,0.3,0.18,30,1,3657002.787,3657002.787,,,,
22040,2755,450,6,410,3,12,320,1.7,0.3,0.36,30,1,3553502.708,3553502.708,,,,
2584,323,450,6,410,3,12,320,1.9,0.15,0,30,1,3766712.87,3766712.87,,,,
10776,1347,450,6,410,3,12,320,1.9,0.15,0.18,30,1,3657002.787,3657002.787,,,,
18968,2371,450,6,410,3,12,320,1.9,0.15,0.36,30,1,3553502.708,3553502.708,,,,
6680,835,450,6,410,3,12,320,1.9,0.3,0,30,1,3766712.87,3766712.87,,,,
14872,1859,450,6,410,3,12,320,1.9,0.3,0.18,30,1,3657002.787,3657002.787,,,,
23064,2883,450,6,410,3,12,320,1.9,0.3,0.36,30,1,3553502.708,3553502.708,,,,
3608,451,450,6,410,3,12,320,2.1,0.15,0,30,1,3766712.87,3766712.87,,,,
11800,1475,450,6,410,3,12,320,2.1,0.15,0.18,30,1,3657002.787,3657002.787,,,,
19992,2499,450,6,410,3,12,320,2.1,0.15,0.36,30,1,3553502.708,3553502.708,,,,
7704,963,450,6,410,3,12,320,2.1,0.3,0,30,1,3766712.87,3766712.87,,,,
15896,1987,450,6,410,3,12,320,2.1,0.3,0.18,30,1,3657002.787,3657002.787,,,,
24088,3011,450,6,410,3,12,320,2.1,0.3,0.36,30,1,3553502.708,3553502.708,,,,
785,99,450,6,410,4,8,230,1.5,0.15,0,30,1,2343822.776,2343822.776,,,,
8977,1123,450,6,410,4,8,230,1.5,0.15,0.18,30,1,2292247.214,2292247.214,,,,
17169,2147,450,6,410,4,8,230,1.5,0.15,0.36,30,1,2242892.609,2242892.609,,,,
4881,611,450,6,410,4,8,230,1.5,0.3,0,30,1,2343822.776,2343822.776,,,,
13073,1635,450,6,410,4,8,230,1.5,0.3,0.18,30,1,2292247.214,2292247.214,,,,
21265,2659,450,6,410,4,8,230,1.5,0.3,0.36,30,1,2242892.609,2242892.609,,,,
1809,227,450,6,410,4,8,230,1.7,0.15,0,30,1,2343822.776,2343822.776,,,,
10001,1251,450,6,410,4,8,230,1.7,0.15,0.18,30,1,2292247.214,2292247.214,,,,
18193,2275,450,6,410,4,8,230,1.7,0.15,0.36,30,1,2242892.609,2242892.609,,,,
5905,739,450,6,410,4,8,230,1.7,0.3,0,30,1,2343822.776,2343822.776,,,,
14097,1763,450,6,410,4,8,230,1.7,0.3,0.18,30,1,2292247.214,2292247.214,,,,
22289,2787,450,6,410,4,8,230,1.7,0.3,0.36,30,1,2242892.609,2242892.609,,,,
2833,355,450,6,410,4,8,230,1.9,0.15,0,30,1,2343822.776,2343822.776,,,,
11025,1379,450,6,410,4,8,230,1.9,0.15,0.18,30,1,2292247.214,2292247.214,,,,
19217,2403,450,6,410,4,8,230,1.9,0.15,0.36,30,1,2242892.609,2242892.609,,,,
6929,867,450,6,410,4,8,230,1.9,0.3,0,30,1,2343822.776,2343822.776,,,,
15121,1891,450,6,410,4,8,230,1.9,0.3,0.18,30,1,2292247.214,2292247.214,,,,
23313,2915,450,6,410,4,8,230,1.9,0.3,0.36,30,1,2242892.609,2242892.609,,,,
3857,483,450,6,410,4,8,230,2.1,0.15,0,30,1,2343822.776,2343822.776,,,,
12049,1507,450,6,410,4,8,230,2.1,0.15,0.18,30,1,2292247.214,2292247.214,,,,
20241,2531,450,6,410,4,8,230,2.1,0.15,0.36,30,1,2242892.609,2242892.609,,,,
