scenarioID [],i [],V [V],wireGauge [],turns [],radius [m],wireGauge_car [],turns_car [],radius_car [m],height [m],spacing [m],velocity [m/s],totalCharge [C],cost [$],cost/charge [$/C],,best for the money,,most overall
417,53,100,8,510,2,8,230,1.5,0.15,0,30,1,585264.9763,585264.9763,,,,
8609,1077,100,8,510,2,8,230,1.5,0.15,0.18,30,1,560062.1782,560062.1782,,,,
16801,2101,100,8,510,2,8,230,1.5,0.15,0.36,30,1,536940.3452,536940.3452,,,,
4513,565,100,8,510,2,8,230,1.5,0.3,0,30,1,585264.9763,585264.9763,,,,
12705,1589,100,8,510,2,8,230,1.5,0.3,0.18,30,1,560062.1782,560062.1782,,,,
20897,2613,100,8,510,2,8,230,1.5,0.3,0.36,30,1,536940.3452,536940.3452,,,,
1441,181,100,8,510,2,8,230,1.7,0.15,0,30,1,585264.9763,585264.9763,,,,
9633,1205,100,8,510,2,8,230,1.7,0.15,0.18,30,1,560062.1782,560062.1782,,,,
17825,2229,100,8,510,2,8,230,1.7,0.15,0.36,30,1,536940.3452,536940.3452,,,,
5537,693,100,8,510,2,8,230,1.7,0.3,0,30,1,585264.9763,585264.9763,,,,
13729,1717,100,8,510,2,8,230,1.7,0.3,0.18,30,1,560062.1782,560062.1782,,,,
21921,2741,100,8,510,2,8,230,1.7,0.3,0.36,30,1,536940.3452,536940.3452,,,,
2465,309,100,8,510,2,8,230,1.9,0.15,0,30,1,585264.9763,585264.9763,,,,
10657,1333,100,8,510,2,8,230,1.9,0.15,0.18,30,1,560062.1782,560062.1782,,,,
18849,2357,100,8,510,2,8,230,1.9,0.15,0.36,30,1,536940.3452,536940.3452,,,,
6561,821,100,8,510,2,8,230,1.9,0.3,0,30,1,585264.9763,585264.9763,,,,
14753,1845,100,8,510,2,8,230,1.9,0.3,0.18,30,1,560062.1782,560062.1782,,,,
22945,2869,100,8,510,2,8,230,1.9,0.3,0.36,30,1,536940.3452,536940.3452,,,,
3489,437,100,8,510,2,8,230,2.1,0.15,0,30,1,585264.9763,585264.9763,,,,
11681,1461,100,8,510,2,8,230,2.1,0.15,0.18,30,1,560062.1782,560062.1782,,,,
19873,2485,100,8,510,2,8,230,2.1,0.15,0.36,30,1,536940.3452,536940.3452,,,,
7585,949,100,8,510,2,8,230,2.1,0.3,0,30,1,585264.9763,585264.9763,,,,
15777,1973,100,8,510,2,8,230,2.1,0.3,0.18,30,1,560062.1782,560062.1782,,,,
23969,2997,100,8,510,2,8,230,2.1,0.3,0.36,30,1,536940.3452,536940.3452,,,,
419,53,100,8,510,2,8,260,1.5,0.15,0,30,1,585264.9763,585264.9763,,,,
8611,1077,100,8,510,2,8,260,1.5,0.15,0.18,30,1,560062.1782,560062.1782,,,,
16803,2101,100,8,510,2,8,260,1.5,0.15,0.36,30,1,536940.3452,536940.3452,,,,
4515,565,100,8,510,2,8,260,1.5,0.3,0,30,1,585264.9763,585264.9763,,,,
12707,1589,100,8,510,2,8,260,1.5,0.3,0.18,30,1,560062.1782,560062.1782,,,,
20899,2613,100,8,510,2,8,260,1.5,0.3,0.36,30,1,536940.3452,536940.3452,,,,
1443,181,100,8,510,2,8,260,1.7,0.15,0,30,1,585264.9763,585264.9763,,,,
9635,1205,100,8,510,2,8,260,1.7,0.15,0.18,30,1,560062.1782,560062.1782,,,,
17827,2229,100,8,510,2,8,260,1.7,0.15,0.36,30,1,536940.3452,536940.3452,,,,
5539,693,100,8,510,2,8,260,1.7,0.3,0,30,1,585264.9763,585264.9763,,,,
13731,1717,100,8,510,2,8,260,1.7,0.3,0.18,30,1,560062.1782,560062.1782,,,,
21923,2741,100,8,510,2,8,260,1.7,0.3,0.36,30,1,536940.3452,536940.3452,,,,
2467,309,100,8,510,2,8,260,1.9,0.15,0,30,1,585264.9763,585264.9763,,,,
10659,1333,100,8,510,2,8,260,1.9,0.15,0.18,30,1,560062.1782,560062.1782,,,,
18851,2357,100,8,510,2,8,260,1.9,0.15,0.36,30,1,536940.3452,536940.3452,,,,
6563,821,100,8,510,2,8,260,1.9,0.3,0,30,1,585264.9763,585264.9763,,,,
14755,1845,100,8,510,2,8,260,1.9,0.3,0.18,30,1,560062.1782,560062.1782,,,,
22947,2869,100,8,510,2,8,260,1.9,0.3,0.36,30,1,536940.3452,536940.3452,,,,
3491,437,100,8,510,2,8,260,2.1,0.15,0,30,1,585264.9763,585264.9763,,,,
11683,1461,100,8,510,2,8,260,2.1,0.15,0.18,30,1,560062.1782,560062.1782,,,,
19875,2485,100,8,510,2,8,260,2.1,0.15,0.36,30,1,536940.3452,536940.3452,,,,
7587,949,100,8,510,2,8,260,2.1,0.3,0,30,1,585264.9763,585264.9763,,,,
15779,1973,100,8,510,2,8,260,2.1,0.3,0.18,30,1,560062.1782,560062.1782,,,,
23971,2997,100,8,510,2,8,260,2.1,0.3,0.36,30,1,536940.3452,536940.3452,,,,
421,53,100,8,510,2,8,290,1.5,0.15,0,30,1,585264.9763,585264.9763,,,,
8613,1077,100,8,510,2,8,290,1.5,0.15,0.18,30,1,560062.1782,560062.1782,,,,
16805,2101,100,8,510,2,8,290,1.5,0.15,0.36,30,1,536940.3452,536940.3452,,,,
4517,565,100,8,510,2,8,290,1.5,0.3,0,30,1,585264.9763,585264.9763,,,,
12709,1589,100,8,510,2,8,290,1.5,0.3,0.18,30,1,560062.1782,560062.1782,,,,
20901,2613,100,8,510,2,8,290,1.5,0.3,0.36,30,1,536940.3452,536940.3452,,,,
1445,181,100,8,510,2,8,290,1.7,0.15,0,30,1,585264.9763,585264.9763,,,,
9637,1205,100,8,510,2,8,290,1.7,0.15,0.18,30,1,560062.1782,560062.1782,,,,
17829,2229,100,8,510,2,8,290,1.7,0.15,0.36,30,1,536940.3452,536940.3452,,,,
5541,693,100,8,510,2,8,290,1.7,0.3,0,30,1,585264.9763,585264.9763,,,,
13733,1717,100,8,510,2,8,290,1.7,0.3,0.18,30,1,560062.1782,560062.1782,,,,
21925,2741,100,8,510,2,8,290,1.7,0.3,0.36,30,1,536940.3452,536940.3452,,,,
2469,309,100,8,510,2,8,290,1.9,0.15,0,30,1,585264.9763,585264.9763,,,,
10661,1333,100,8,510,2,8,290,1.9,0.15,0.18,30,1,560062.1782,560062.1782,,,,
18853,2357,100,8,510,2,8,290,1.9,0.15,0.36,30,1,536940.3452,536940.3452,,,,
6565,821,100,8,510,2,8,290,1.9,0.3,0,30,1,585264.9763,585264.9763,,,,
14757,1845,100,8,510,2,8,290,1.9,0.3,0.18,30,1,560062.1782,560062.1782,,,,
22949,2869,100,8,510,2,8,290,1.9,0.3,0.36,30,1,536940.3452,536940.3452,,,,
3493,437,100,8,510,2,8,290,2.1,0.15,0,30,1,585264.9763,585264.9763,,,,
11685,1461,100,8,510,2,8,290,2.1,0.15,0.18,30,1,560062.1782,560062.1782,,,,
19877,2485,100,8,510,2,8,290,2.1,0.15,0.36,30,1,536940.3452,536940.3452,,,,
7589,949,100,8,510,2,8,290,2.1,0.3,0,30,1,585264.9763,585264.9763,,,,
15781,1973,100,8,510,2,8,290,2.1,0.3,0.18,30,1,560062.1782,560062.1782,,,,
23973,2997,100,8,510,2,8,290,2.1,0.3,0.36,30,1,536940.3452,536940.3452,,,,
423,53,100,8,510,2,8,320,1.5,0.15,0,30,1,585264.9763,585264.9763,,,,
8615,1077,100,8,510,2,8,320,1.5,0.15,0.18,30,1,560062.1782,560062.1782,,,,
16807,2101,100,8,510,2,8,320,1.5,0.15,0.36,30,1,536940.3452,536940.3452,,,,
4519,565,100,8,510,2,8,320,1.5,0.3,0,30,1,585264.9763,585264.9763,,,,
12711,1589,100,8,510,2,8,320,1.5,0.3,0.18,30,1,560062.1782,560062.1782,,,,
20903,2613,100,8,510,2,8,320,1.5,0.3,0.36,30,1,536940.3452,536940.3452,,,,
1447,181,100,8,510,2,8,320,1.7,0.15,0,30,1,585264.9763,585264.9763,,,,
9639,1205,100,8,510,2,8,320,1.7,0.15,0.18,30,1,560062.1782,560062.1782,,,,
17831,2229,100,8,510,2,8,320,1.7,0.15,0.36,30,1,536940.3452,536940.3452,,,,
5543,693,100,8,510,2,8,320,1.7,0.3,0,30,1,585264.9763,585264.9763,,,,
13735,1717,100,8,510,2,8,320,1.7,0.3,0.18,30,1,560062.1782,560062.1782,,,,
21927,2741,100,8,510,2,8,320,1.7,0.3,0.36,30,1,536940.3452,536940.3452,,,,
2471,309,100,8,510,2,8,320,1.9,0.15,0,30,1,585264.9763,585264.9763,,,,
10663,1333,100,8,510,2,8,320,1.9,0.15,0.18,30,1,560062.1782,560062.1782,,,,
18855,2357,100,8,510,2,8,320,1.9,0.15,0.36,30,1,536940.3452,536940.3452,,,,
6567,821,100,8,510,2,8,320,1.9,0.3,0,30,1,585264.9763,585264.9763,,,,
14759,1845,100,8,510,2,8,320,1.9,0.3,0.18,30,1,560062.1782,560062.1782,,,,
22951,2869,100,8,510,2,8,320,1.9,0.3,0.36,30,1,536940.3452,536940.3452,,,,
3495,437,100,8,510,2,8,320,2.1,0.15,0,30,1,585264.9763,585264.9763,,,,
11687,1461,100,8,510,2,8,320,2.1,0.15,0.18,30,1,560062.1782,560062.1782,,,,
19879,2485,100,8,510,2,8,320,2.1,0.15,0.36,30,1,536940.3452,536940.3452,,,,
7591,949,100,8,510,2,8,320,2.1,0.3,0,30,1,585264.9763,585264.9763,,,,
15783,1973,100,8,510,2,8,320,2.1,0.3,0.18,30,1,560062.1782,560062.1782,,,,
23975,2997,100,8,510,2,8,320,2.1,0.3,0.36,30,1,536940.3452,536940.3452,,,,
418,53,100,8,510,2,12,230,1.5,0.15,0,30,1,585264.9763,585264.9763,,,,
8610,1077,100,8,510,2,12,230,1.5,0.15,0.18,30,1,560062.1782,560062.1782,,,,
16802,2101,100,8,510,2,12,230,1.5,0.15,0.36,30,1,536940.3452,536940.3452,,,,
4514,565,100,8,510,2,12,230,1.5,0.3,0,30,1,585264.9763,585264.9763,,,,
12706,1589,100,8,510,2,12,230,1.5,0.3,0.18,30,1,560062.1782,560062.1782,,,,
20898,2613,100,8,510,2,12,230,1.5,0.3,0.36,30,1,536940.3452,536940.3452,,,,
1442,181,100,8,510,2,12,230,1.7,0.15,0,30,1,585264.9763,585264.9763,,,,
9634,1205,100,8,510,2,12,230,1.7,0.15,0.18,30,1,560062.1782,560062.1782,,,,
17826,2229,100,8,510,2,12,230,1.7,0.15,0.36,30,1,536940.3452,536940.3452,,,,
5538,693,100,8,510,2,12,230,1.7,0.3,0,30,1,585264.9763,585264.9763,,,,
13730,1717,100,8,510,2,12,230,1.7,0.3,0.18,30,1,560062.1782,560062.1782,,,,
21922,2741,100,8,510,2,12,230,1.7,0.3,0.36,30,1,536940.3452,536940.3452,,,,
2466,309,100,8,510,2,12,230,1.9,0.15,0,30,1,585264.9763,585264.9763,,,,
10658,1333,100,8,510,2,12,230,1.9,0.15,0.18,30,1,560062.1782,560062.1782,,,,
18850,2357,100,8,510,2,12,230,1.9,0.15,0.36,30,1,536940.3452,536940.3452,,,,
6562,821,100,8,510,2,12,230,1.9,0.3,0,30,1,585264.9763,585264.9763,,,,
14754,1845,100,8,510,2,12,230,1.9,0.3,0.18,30,1,560062.1782,560062.1782,,,,
22946,2869,100,8,510,2,12,230,1.9,0.3,0.36,30,1,536940.3452,536940.3452,,,,
3490,437,100,8,510,2,12,230,2.1,0.15,0,30,1,585264.9763,585264.9763,,,,
11682,1461,100,8,510,2,12,230,2.1,0.15,0.18,30,1,560062.1782,560062.1782,,,,
19874,2485,100,8,510,2,12,230,2.1,0.15,0.36,30,1,536940.3452,536940.3452,,,,
7586,949,100,8,510,2,12,230,2.1,0.3,0,30,1,585264.9763,585264.9763,,,,
15778,1973,100,8,510,2,12,230,2.1,0.3,0.18,30,1,560062.1782,560062.1782,,,,
23970,2997,100,8,510,2,12,230,2.1,0.3,0.36,30,1,536940.3452,536940.3452,,,,
420,53,100,8,510,2,12,260,1.5,0.15,0,30,1,585264.9763,585264.9763,,,,
8612,1077,100,8,510,2,12,260,1.5,0.15,0.18,30,1,560062.1782,560062.1782,,,,
16804,2101,100,8,510,2,12,260,1.5,0.15,0.36,30,1,536940.3452,536940.3452,,,,
4516,565,100,8,510,2,12,260,1.5,0.3,0,30,1,585264.9763,585264.9763,,,,
12708,1589,100,8,510,2,12,260,1.5,0.3,0.18,30,1,560062.1782,560062.1782,,,,
20900,2613,100,8,510,2,12,260,1.5,0.3,0.36,30,1,536940.3452,536940.3452,,,,
1444,181,100,8,510,2,12,260,1.7,0.15,0,30,1,585264.9763,585264.9763,,,,
9636,1205,100,8,510,2,12,260,1.7,0.15,0.18,30,1,560062.1782,560062.1782,,,,
17828,2229,100,8,510,2,12,260,1.7,0.15,0.36,30,1,536940.3452,536940.3452,,,,
5540,693,100,8,510,2,12,260,1.7,0.3,0,30,1,585264.9763,585264.9763,,,,
13732,1717,100,8,510,2,12,260,1.7,0.3,0.18,30,1,560062.1782,560062.1782,,,,
21924,2741,100,8,510,2,12,260,1.7,0.3,0.36,30,1,536940.3452,536940.3452,,,,
2468,309,100,8,510,2,12,260,1.9,0.15,0,30,1,585264.9763,585264.9763,,,,
10660,1333,100,8,510,2,12,260,1.9,0.15,0.18,30,1,560062.1782,560062.1782,,,,
18852,2357,100,8,510,2,12,260,1.9,0.15,0.36,30,1,536940.3452,536940.3452,,,,
6564,821,100,8,510,2,12,260,1.9,0.3,0,30,1,585264.9763,585264.9763,,,,
14756,1845,100,8,510,2,12,260,1.9,0.3,0.18,30,1,560062.1782,560062.1782,,,,
22948,2869,100,8,510,2,12,260,1.9,0.3,0.36,30,1,536940.3452,536940.3452,,,,
3492,437,100,8,510,2,12,260,2.1,0.15,0,30,1,585264.9763,585264.9763,,,,
11684,1461,100,8,510,2,12,260,2.1,0.15,0.18,30,1,560062.1782,560062.1782,,,,
19876,2485,100,8,510,2,12,260,2.1,0.15,0.36,30,1,536940.3452,536940.3452,,,,
7588,949,100,8,510,2,12,260,2.1,0.3,0,30,1,585264.9763,585264.9763,,,,
15780,1973,100,8,510,2,12,260,2.1,0.3,0.18,30,1,560062.1782,560062.1782,,,,
23972,2997,100,8,510,2,12,260,2.1,0.3,0.36,30,1,536940.3452,536940.3452,,,,
422,53,100,8,510,2,12,290,1.5,0.15,0,30,1,585264.9763,585264.9763,,,,
8614,1077,100,8,510,2,12,290,1.5,0.15,0.18,30,1,560062.1782,560062.1782,,,,
16806,2101,100,8,510,2,12,290,1.5,0.15,0.36,30,1,536940.3452,536940.3452,,,,
4518,565,100,8,510,2,12,290,1.5,0.3,0,30,1,585264.9763,585264.9763,,,,
12710,1589,100,8,510,2,12,290,1.5,0.3,0.18,30,1,560062.1782,560062.1782,,,,
20902,2613,100,8,510,2,12,290,1.5,0.3,0.36,30,1,536940.3452,536940.3452,,,,
1446,181,100,8,510,2,12,290,1.7,0.15,0,30,1,585264.9763,585264.9763,,,,
9638,1205,100,8,510,2,12,290,1.7,0.15,0.18,30,1,560062.1782,560062.1782,,,,
17830,2229,100,8,510,2,12,290,1.7,0.15,0.36,30,1,536940.3452,536940.3452,,,,
5542,693,100,8,510,2,12,290,1.7,0.3,0,30,1,585264.9763,585264.9763,,,,
13734,1717,100,8,510,2,12,290,1.7,0.3,0.18,30,1,560062.1782,560062.1782,,,,
21926,2741,100,8,510,2,12,290,1.7,0.3,0.36,30,1,536940.3452,536940.3452,,,,
2470,309,100,8,510,2,12,290,1.9,0.15,0,30,1,585264.9763,585264.9763,,,,
10662,1333,100,8,510,2,12,290,1.9,0.15,0.18,30,1,560062.1782,560062.1782,,,,
18854,2357,100,8,510,2,12,290,1.9,0.15,0.36,30,1,536940.3452,536940.3452,,,,
6566,821,100,8,510,2,12,290,1.9,0.3,0,30,1,585264.9763,585264.9763,,,,
14758,1845,100,8,510,2,12,290,1.9,0.3,0.18,30,1,560062.1782,560062.1782,,,,
22950,2869,100,8,510,2,12,290,1.9,0.3,0.36,30,1,536940.3452,536940.3452,,,,
3494,437,100,8,510,2,12,290,2.1,0.15,0,30,1,585264.9763,585264.9763,,,,
11686,1461,100,8,510,2,12,290,2.1,0.15,0.18,30,1,560062.1782,560062.1782,,,,
19878,2485,100,8,510,2,12,290,2.1,0.15,0.36,30,1,536940.3452,536940.3452,,,,
7590,949,100,8,510,2,12,290,2.1,0.3,0,30,1,585264.9763,585264.9763,,,,
15782,1973,100,8,510,2,12,290,2.1,0.3,0.18,30,1,560062.1782,560062.1782,,,,
23974,2997,100,8,510,2,12,290,2.1,0.3,0.36,30,1,536940.3452,536940.3452,,,,
424,53,100,8,510,2,12,320,1.5,0.15,0,30,1,585264.9763,585264.9763,,,,
8616,1077,100,8,510,2,12,320,1.5,0.15,0.18,30,1,560062.1782,560062.1782,,,,
16808,2101,100,8,510,2,12,320,1.5,0.15,0.36,30,1,536940.3452,536940.3452,,,,
4520,565,100,8,510,2,12,320,1.5,0.3,0,30,1,585264.9763,585264.9763,,,,
12712,1589,100,8,510,2,12,320,1.5,0.3,0.18,30,1,560062.1782,560062.1782,,,,
20904,2613,100,8,510,2,12,320,1.5,0.3,0.36,30,1,536940.3452,536940.3452,,,,
1448,181,100,8,510,2,12,320,1.7,0.15,0,30,1,585264.9763,585264.9763,,,,
9640,1205,100,8,510,2,12,320,1.7,0.15,0.18,30,1,560062.1782,560062.1782,,,,
17832,2229,100,8,510,2,12,320,1.7,0.15,0.36,30,1,536940.3452,536940.3452,,,,
5544,693,100,8,510,2,12,320,1.7,0.3,0,30,1,585264.9763,585264.9763,,,,
13736,1717,100,8,510,2,12,320,1.7,0.3,0.18,30,1,560062.1782,560062.1782,,,,
21928,2741,100,8,510,2,12,320,1.7,0.3,0.36,30,1,536940.3452,536940.3452,,,,
2472,309,100,8,510,2,12,320,1.9,0.15,0,30,1,585264.9763,585264.9763,,,,
10664,1333,100,8,510,2,12,320,1.9,0.15,0.18,30,1,560062.1782,560062.1782,,,,
18856,2357,100,8,510,2,12,320,1.9,0.15,0.36,30,1,536940.3452,536940.3452,,,,
6568,821,100,8,510,2,12,320,1.9,0.3,0,30,1,585264.9763,585264.9763,,,,
14760,1845,100,8,510,2,12,320,1.9,0.3,0.18,30,1,560062.1782,560062.1782,,,,
22952,2869,100,8,510,2,12,320,1.9,0.3,0.36,30,1,536940.3452,536940.3452,,,,
3496,437,100,8,510,2,12,320,2.1,0.15,0,30,1,585264.9763,585264.9763,,,,
11688,1461,100,8,510,2,12,320,2.1,0.15,0.18,30,1,560062.1782,560062.1782,,,,
19880,2485,100,8,510,2,12,320,2.1,0.15,0.36,30,1,536940.3452,536940.3452,,,,
7592,949,100,8,510,2,12,320,2.1,0.3,0,30,1,585264.9763,585264.9763,,,,
15784,1973,100,8,510,2,12,320,2.1,0.3,0.18,30,1,560062.1782,560062.1782,,,,
23976,2997,100,8,510,2,12,320,2.1,0.3,0.36,30,1,536940.3452,536940.3452,,,,
673,85,100,8,510,3,8,230,1.5,0.15,0,30,1,483669.2517,483669.2517,,,,
8865,1109,100,8,510,3,8,230,1.5,0.15,0.18,30,1,469581.7978,469581.7978,,,,
17057,2133,100,8,510,3,8,230,1.5,0.15,0.36,30,1,456291.7469,456291.7469,,,,
4769,597,100,8,510,3,8,230,1.5,0.3,0,30,1,483669.2517,483669.2517,,,,
12961,1621,100,8,510,3,8,230,1.5,0.3,0.18,30,1,469581.7978,469581.7978,,,,
21153,2645,100,8,510,3,8,230,1.5,0.3,0.36,30,1,456291.7469,456291.7469,,,,
1697,213,100,8,510,3,8,230,1.7,0.15,0,30,1,483669.2517,483669.2517,,,,
9889,1237,100,8,510,3,8,230,1.7,0.15,0.18,30,1,469581.7978,469581.7978,,,,
18081,2261,100,8,510,3,8,230,1.7,0.15,0.36,30,1,456291.7469,456291.7469,,,,
5793,725,100,8,510,3,8,230,1.7,0.3,0,30,1,483669.2517,483669.2517,,,,
13985,1749,100,8,510,3,8,230,1.7,0.3,0.18,30,1,469581.7978,469581.7978,,,,
22177,2773,100,8,510,3,8,230,1.7,0.3,0.36,30,1,456291.7469,456291.7469,,,,
2721,341,100,8,510,3,8,230,1.9,0.15,0,30,1,483669.2517,483669.2517,,,,
10913,1365,100,8,510,3,8,230,1.9,0.15,0.18,30,1,469581.7978,469581.7978,,,,
19105,2389,100,8,510,3,8,230,1.9,0.15,0.36,30,1,456291.7469,456291.7469,,,,
6817,853,100,8,510,3,8,230,1.9,0.3,0,30,1,483669.2517,483669.2517,,,,
15009,1877,100,8,510,3,8,230,1.9,0.3,0.18,30,1,469581.7978,469581.7978,,,,
23201,2901,100,8,510,3,8,230,1.9,0.3,0.36,30,1,456291.7469,456291.7469,,,,
3745,469,100,8,510,3,8,230,2.1,0.15,0,30,1,483669.2517,483669.2517,,,,
11937,1493,100,8,510,3,8,230,2.1,0.15,0.18,30,1,469581.7978,469581.7978,,,,
20129,2517,100,8,510,3,8,230,2.1,0.15,0.36,30,1,456291.7469,456291.7469,,,,
7841,981,100,8,510,3,8,230,2.1,0.3,0,30,1,483669.2517,483669.2517,,,,
16033,2005,100,8,510,3,8,230,2.1,0.3,0.18,30,1,469581.7978,469581.7978,,,,
24225,3029,100,8,510,3,8,230,2.1,0.3,0.36,30,1,456291.7469,456291.7469,,,,
675,85,100,8,510,3,8,260,1.5,0.15,0,30,1,483669.2517,483669.2517,,,,
8867,1109,100,8,510,3,8,260,1.5,0.15,0.18,30,1,469581.7978,469581.7978,,,,
17059,2133,100,8,510,3,8,260,1.5,0.15,0.36,30,1,456291.7469,456291.7469,,,,
4771,597,100,8,510,3,8,260,1.5,0.3,0,30,1,483669.2517,483669.2517,,,,
12963,1621,100,8,510,3,8,260,1.5,0.3,0.18,30,1,469581.7978,469581.7978,,,,
21155,2645,100,8,510,3,8,260,1.5,0.3,0.36,30,1,456291.7469,456291.7469,,,,
1699,213,100,8,510,3,8,260,1.7,0.15,0,30,1,483669.2517,483669.2517,,,,
9891,1237,100,8,510,3,8,260,1.7,0.15,0.18,30,1,469581.7978,469581.7978,,,,
18083,2261,100,8,510,3,8,260,1.7,0.15,0.36,30,1,456291.7469,456291.7469,,,,
5795,725,100,8,510,3,8,260,1.7,0.3,0,30,1,483669.2517,483669.2517,,,,
13987,1749,100,8,510,3,8,260,1.7,0.3,0.18,30,1,469581.7978,469581.7978,,,,
22179,2773,100,8,510,3,8,260,1.7,0.3,0.36,30,1,456291.7469,456291.7469,,,,
2723,341,100,8,510,3,8,260,1.9,0.15,0,30,1,483669.2517,483669.2517,,,,
10915,1365,100,8,510,3,8,260,1.9,0.15,0.18,30,1,469581.7978,469581.7978,,,,
19107,2389,100,8,510,3,8,260,1.9,0.15,0.36,30,1,456291.7469,456291.7469,,,,
6819,853,100,8,510,3,8,260,1.9,0.3,0,30,1,483669.2517,483669.2517,,,,
15011,1877,100,8,510,3,8,260,1.9,0.3,0.18,30,1,469581.7978,469581.7978,,,,
23203,2901,100,8,510,3,8,260,1.9,0.3,0.36,30,1,456291.7469,456291.7469,,,,
3747,469,100,8,510,3,8,260,2.1,0.15,0,30,1,483669.2517,483669.2517,,,,
11939,1493,100,8,510,3,8,260,2.1,0.15,0.18,30,1,469581.7978,469581.7978,,,,
20131,2517,100,8,510,3,8,260,2.1,0.15,0.36,30,1,456291.7469,456291.7469,,,,
7843,981,100,8,510,3,8,260,2.1,0.3,0,30,1,483669.2517,483669.2517,,,,
16035,2005,100,8,510,3,8,260,2.1,0.3,0.18,30,1,469581.7978,469581.7978,,,,
24227,3029,100,8,510,3,8,260,2.1,0.3,0.36,30,1,456291.7469,456291.7469,,,,
677,85,100,8,510,3,8,290,1.5,0.15,0,30,1,483669.2517,483669.2517,,,,
8869,1109,100,8,510,3,8,290,1.5,0.15,0.18,30,1,469581.7978,469581.7978,,,,
17061,2133,100,8,510,3,8,290,1.5,0.15,0.36,30,1,456291.7469,456291.7469,,,,
4773,597,100,8,510,3,8,290,1.5,0.3,0,30,1,483669.2517,483669.2517,,,,
12965,1621,100,8,510,3,8,290,1.5,0.3,0.18,30,1,469581.7978,469581.7978,,,,
21157,2645,100,8,510,3,8,290,1.5,0.3,0.36,30,1,456291.7469,456291.7469,,,,
1701,213,100,8,510,3,8,290,1.7,0.15,0,30,1,483669.2517,483669.2517,,,,
9893,1237,100,8,510,3,8,290,1.7,0.15,0.18,30,1,469581.7978,469581.7978,,,,
18085,2261,100,8,510,3,8,290,1.7,0.15,0.36,30,1,456291.7469,456291.7469,,,,
5797,725,100,8,510,3,8,290,1.7,0.3,0,30,1,483669.2517,483669.2517,,,,
13989,1749,100,8,510,3,8,290,1.7,0.3,0.18,30,1,469581.7978,469581.7978,,,,
22181,2773,100,8,510,3,8,290,1.7,0.3,0.36,30,1,456291.7469,456291.7469,,,,
2725,341,100,8,510,3,8,290,1.9,0.15,0,30,1,483669.2517,483669.2517,,,,
10917,1365,100,8,510,3,8,290,1.9,0.15,0.18,30,1,469581.7978,469581.7978,,,,
19109,2389,100,8,510,3,8,290,1.9,0.15,0.36,30,1,456291.7469,456291.7469,,,,
6821,853,100,8,510,3,8,290,1.9,0.3,0,30,1,483669.2517,483669.2517,,,,
15013,1877,100,8,510,3,8,290,1.9,0.3,0.18,30,1,469581.7978,469581.7978,,,,
23205,2901,100,8,510,3,8,290,1.9,0.3,0.36,30,1,456291.7469,456291.7469,,,,
3749,469,100,8,510,3,8,290,2.1,0.15,0,30,1,483669.2517,483669.2517,,,,
11941,1493,100,8,510,3,8,290,2.1,0.15,0.18,30,1,469581.7978,469581.7978,,,,
20133,2517,100,8,510,3,8,290,2.1,0.15,0.36,30,1,456291.7469,456291.7469,,,,
7845,981,100,8,510,3,8,290,2.1,0.3,0,30,1,483669.2517,483669.2517,,,,
16037,2005,100,8,510,3,8,290,2.1,0.3,0.18,30,1,469581.7978,469581.7978,,,,
24229,3029,100,8,510,3,8,290,2.1,0.3,0.36,30,1,456291.7469,456291.7469,,,,
679,85,100,8,510,3,8,320,1.5,0.15,0,30,1,483669.2517,483669.2517,,,,
8871,1109,100,8,510,3,8,320,1.5,0.15,0.18,30,1,469581.7978,469581.7978,,,,
17063,2133,100,8,510,3,8,320,1.5,0.15,0.36,30,1,456291.7469,456291.7469,,,,
4775,597,100,8,510,3,8,320,1.5,0.3,0,30,1,483669.2517,483669.2517,,,,
12967,1621,100,8,510,3,8,320,1.5,0.3,0.18,30,1,469581.7978,469581.7978,,,,
21159,2645,100,8,510,3,8,320,1.5,0.3,0.36,30,1,456291.7469,456291.7469,,,,
1703,213,100,8,510,3,8,320,1.7,0.15,0,30,1,483669.2517,483669.2517,,,,
9895,1237,100,8,510,3,8,320,1.7,0.15,0.18,30,1,469581.7978,469581.7978,,,,
18087,2261,100,8,510,3,8,320,1.7,0.15,0.36,30,1,456291.7469,456291.7469,,,,
5799,725,100,8,510,3,8,320,1.7,0.3,0,30,1,483669.2517,483669.2517,,,,
13991,1749,100,8,510,3,8,320,1.7,0.3,0.18,30,1,469581.7978,469581.7978,,,,
22183,2773,100,8,510,3,8,320,1.7,0.3,0.36,30,1,456291.7469,456291.7469,,,,
2727,341,100,8,510,3,8,320,1.9,0.15,0,30,1,483669.2517,483669.2517,,,,
10919,1365,100,8,510,3,8,320,1.9,0.15,0.18,30,1,469581.7978,469581.7978,,,,
19111,2389,100,8,510,3,8,320,1.9,0.15,0.36,30,1,456291.7469,456291.7469,,,,
6823,853,100,8,510,3,8,320,1.9,0.3,0,30,1,483669.2517,483669.2517,,,,
15015,1877,100,8,510,3,8,320,1.9,0.3,0.18,30,1,469581.7978,469581.7978,,,,
23207,2901,100,8,510,3,8,320,1.9,0.3,0.36,30,1,456291.7469,456291.7469,,,,
3751,469,100,8,510,3,8,320,2.1,0.15,0,30,1,483669.2517,483669.2517,,,,
